sex,age,address,famsize,Pstatus,Medu,Fedu,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3,absences %,absences_category,average_grade,grade_category,Mjob_health,Mjob_other,Mjob_services,Mjob_teacher,Fjob_health,Fjob_other,Fjob_services,Fjob_teacher,reason_home,reason_other,reason_reputation,guardian_mother,guardian_other
1,-1.3723212848889719,1,1,0,-0.6866498118748918,-0.49051147158797254,-0.6455771205920605,1.1454729868764486,0.0,0,1,0,0,1,1,1,1,3.0,4.0,1.0,0.0,0.0,2.0,-0.7104558186629881,0.937382052903979,1.410845331064057,1.222820288778282,-0.7102927894294354,0,1.2651283533137903,1.0,False,True,False,False,False,True,False,False,True,False,False,False,True
0,-0.5386681679003448,1,1,1,1.1412916668364244,1.3489065468669248,-0.6455771205920605,-1.2434813707803156,0.0,0,1,0,0,1,1,1,0,3.0,3.0,3.0,0.0,1.0,1.0,-0.2114413760181158,0.937382052903979,0.8779352302263017,0.7858987013998763,-0.21180736607167217,1,0.9032660548106012,0.0,True,False,False,False,False,True,False,False,True,False,False,True,False
0,-0.5386681679003448,1,1,1,1.1412916668364244,1.3489065468669248,-0.6455771205920605,1.1454729868764486,0.0,0,1,1,1,1,1,1,0,2.0,1.0,2.0,0.0,1.0,1.0,0.03806584530432036,0.6347504298637872,0.8779352302263017,0.7858987013998763,0.037435345607209375,2,0.8126648496381385,0.0,False,False,True,False,False,False,True,False,False,False,True,True,False
0,-0.5386681679003448,1,1,1,0.22732092748076627,0.42919753763947616,2.2155033002136624,-0.04900419195193345,0.0,1,1,0,1,1,1,0,0,4.0,2.0,1.0,0.0,0.0,3.0,-0.2114413760181158,-0.8784076853371722,-0.18788497144920877,-0.08794447335693546,-0.21180736607167217,1,-0.3624382066705682,2.0,False,True,False,False,False,True,False,False,False,False,True,True,False
1,0.29498494908828243,1,1,1,0.22732092748076627,-0.49051147158797254,-0.6455771205920605,-1.2434813707803156,3.0,0,1,0,1,1,1,1,0,4.0,4.0,4.0,1.0,3.0,4.0,1.2856019519165012,-1.483670931417556,-1.520160223543597,-1.18024844180295,1.285894333836562,3,-1.4474825799934739,3.0,False,False,True,False,False,False,True,False,False,False,False,True,False
1,-0.5386681679003448,1,0,1,1.1412916668364244,0.42919753763947616,-0.6455771205920605,-1.2434813707803156,0.0,0,0,1,1,1,1,1,0,2.0,0.0,2.0,0.0,2.0,4.0,-0.2114413760181158,-0.8784076853371722,-0.18788497144920877,-0.08794447335693546,-0.21180736607167217,1,-0.3624382066705682,2.0,True,False,False,False,False,True,False,False,True,False,False,False,False
1,-1.3723212848889719,1,1,1,1.1412916668364244,0.42919753763947616,-0.6455771205920605,-0.04900419195193345,0.0,0,0,0,0,1,1,1,0,3.0,3.0,0.0,0.0,0.0,0.0,-0.7104558186629881,0.6347504298637872,0.8779352302263017,1.004359495089079,-0.7102927894294354,0,0.9032660548106012,0.0,False,False,False,True,False,True,False,False,False,False,True,True,False
1,-1.3723212848889719,1,1,1,1.1412916668364244,1.3489065468669248,-0.6455771205920605,-1.2434813707803156,0.0,0,1,1,0,1,1,1,0,4.0,3.0,1.0,0.0,0.0,4.0,-0.7104558186629881,0.3321188068235953,1.1443902806451793,1.004359495089079,-0.7102927894294354,0,0.9032660548106012,0.0,True,False,False,False,True,False,False,False,False,True,False,False,False
1,-0.5386681679003448,1,0,1,1.1412916668364244,-0.49051147158797254,-0.6455771205920605,-0.04900419195193345,0.0,0,0,0,1,1,1,1,0,3.0,4.0,0.0,0.0,2.0,4.0,-0.46094859734055194,1.240013675944171,1.1443902806451793,1.222820288778282,-0.46105007775055384,0,1.2651283533137903,1.0,False,False,False,True,False,True,False,False,False,False,False,True,False
1,-0.5386681679003448,1,0,1,-0.6866498118748918,-0.49051147158797254,0.784963089810801,-0.04900419195193345,0.0,0,1,0,1,1,1,1,0,4.0,3.0,3.0,1.0,3.0,4.0,-0.7104558186629881,0.6347504298637872,0.6114801798074241,0.3489771140214704,-0.7102927894294354,0,0.541403756307412,0.0,False,True,False,False,False,True,False,False,False,False,True,True,False
0,-1.3723212848889719,0,1,1,-0.6866498118748918,1.3489065468669248,-0.6455771205920605,1.1454729868764486,0.0,1,1,1,1,1,1,1,0,3.0,2.0,1.0,0.0,0.0,4.0,-0.46094859734055194,-0.27314443925678844,-0.45434002186808636,-0.5248660607353413,-0.46105007775055384,0,-0.4530394118430309,2.0,False,False,True,False,True,False,False,False,False,False,False,True,False
0,-0.5386681679003448,1,1,1,-0.6866498118748918,-0.49051147158797254,-0.6455771205920605,-1.2434813707803156,2.0,0,1,1,0,0,1,1,0,0.0,1.0,1.0,0.0,2.0,4.0,1.036094730594065,-1.483670931417556,-0.45434002186808636,-0.5248660607353413,1.0366516221576807,3,-0.81490171034622,2.0,False,False,True,False,False,False,True,False,True,False,False,True,False
1,-1.3723212848889719,1,1,1,-0.6866498118748918,-0.49051147158797254,-0.6455771205920605,-1.2434813707803156,0.0,0,1,1,0,1,1,1,0,3.0,1.0,1.0,0.0,1.0,4.0,-0.46094859734055194,0.3321188068235953,0.34502512938854646,0.13051632033226745,-0.46105007775055384,0,0.2701426629766856,0.0,False,True,False,False,False,True,False,False,True,False,False,True,False
1,-1.3723212848889719,1,1,1,1.1412916668364244,-0.49051147158797254,-0.6455771205920605,-1.2434813707803156,0.0,0,0,1,0,1,1,1,0,1.0,1.0,3.0,1.0,3.0,0.0,-0.2114413760181158,1.240013675944171,1.410845331064057,1.004359495089079,-0.21180736607167217,1,1.2651283533137903,1.0,True,False,False,False,False,False,True,False,False,True,False,True,False
1,-0.5386681679003448,1,0,0,0.22732092748076627,1.3489065468669248,-0.6455771205920605,-0.04900419195193345,0.0,1,1,0,1,1,1,1,0,4.0,2.0,2.0,0.0,0.0,4.0,-0.2114413760181158,0.029487183783403422,0.07857007896966886,0.13051632033226745,-0.21180736607167217,1,0.08948277481842191,0.0,False,False,True,False,False,True,False,False,True,False,False,True,False
1,-0.5386681679003448,1,1,1,1.1412916668364244,1.3489065468669248,-0.6455771205920605,-0.04900419195193345,0.0,0,1,1,1,1,1,1,1,3.0,3.0,4.0,4.0,4.0,4.0,1.2856019519165012,-0.27314443925678844,0.34502512938854646,0.13051632033226745,1.285894333836562,3,0.08948277481842191,0.0,False,False,False,True,False,False,False,True,True,False,False,True,False
1,-1.3723212848889719,1,1,1,1.1412916668364244,1.3489065468669248,-0.6455771205920605,-0.04900419195193345,0.0,0,1,1,0,0,1,1,0,4.0,3.0,1.0,2.0,3.0,4.0,-0.7104558186629881,-0.5757760622969803,0.07857007896966886,0.3489771140214704,-0.7102927894294354,0,-0.0011184303540408033,2.0,True,False,False,False,False,False,True,False,True,False,False,True,False
1,-1.3723212848889719,1,1,1,1.1412916668364244,1.3489065468669248,0.784963089810801,-0.04900419195193345,0.0,0,1,0,1,1,1,1,0,3.0,2.0,0.0,0.0,0.0,4.0,-0.7104558186629881,1.8452769220245546,1.410845331064057,1.441281082467485,-0.7102927894294354,0,1.6264481296303177,1.0,False,False,True,False,False,False,True,False,False,False,True,True,False
1,-1.3723212848889719,0,1,1,1.1412916668364244,0.42919753763947616,-0.6455771205920605,-0.04900419195193345,0.0,0,1,0,1,1,1,1,1,3.0,4.0,1.0,0.0,0.0,4.0,-0.7104558186629881,1.8452769220245546,1.410845331064057,1.222820288778282,-0.7102927894294354,0,1.5363894466445167,1.0,False,False,False,True,False,False,False,False,False,False,False,True,False
1,-1.3723212848889719,1,0,1,0.22732092748076627,0.42919753763947616,-0.6455771205920605,-0.04900419195193345,0.0,0,0,0,1,0,1,1,0,4.0,2.0,1.0,0.0,0.0,1.0,-0.7104558186629881,-0.8784076853371722,-0.18788497144920877,0.3489771140214704,-0.7102927894294354,0,-0.1817783185123045,2.0,False,True,False,False,False,True,False,False,False,False,False,True,False
1,-0.5386681679003448,1,1,1,0.22732092748076627,-0.49051147158797254,-0.6455771205920605,-1.2434813707803156,0.0,0,1,1,0,0,1,1,0,4.0,3.0,2.0,0.0,0.0,4.0,-0.7104558186629881,0.3321188068235953,0.8779352302263017,1.004359495089079,-0.7102927894294354,0,0.8126648496381385,0.0,False,True,False,False,False,True,False,False,True,False,False,True,False
0,-1.3723212848889719,1,1,1,-0.6866498118748918,0.42919753763947616,0.784963089810801,-1.2434813707803156,0.0,0,1,0,1,1,1,0,0,2.0,4.0,0.0,0.0,0.0,4.0,-0.7104558186629881,-0.8784076853371722,-0.9872501227058417,-0.9617876481137472,-0.7102927894294354,0,-0.9955615985044838,3.0,False,True,False,False,False,True,False,False,False,True,False,False,False
1,-1.3723212848889719,1,0,1,1.1412916668364244,0.42919753763947616,-0.6455771205920605,1.1454729868764486,0.0,0,1,0,1,1,1,1,0,4.0,3.0,2.0,0.0,0.0,3.0,-0.46094859734055194,1.240013675944171,1.410845331064057,1.659741876156688,-0.46105007775055384,0,1.5363894466445167,1.0,False,False,False,True,False,False,True,False,True,False,False,True,False
1,-0.5386681679003448,0,1,0,1.1412916668364244,1.3489065468669248,0.784963089810801,1.1454729868764486,0.0,0,1,0,1,1,1,1,1,1.0,3.0,2.0,0.0,0.0,4.0,0.16281945596553843,1.240013675944171,1.410845331064057,1.004359495089079,0.16317941636412261,2,1.2651283533137903,1.0,False,True,False,False,False,False,False,True,False,False,True,True,False
0,-1.3723212848889719,0,1,1,0.22732092748076627,1.3489065468669248,-0.6455771205920605,1.1454729868764486,0.0,1,1,1,1,1,1,1,0,3.0,2.0,1.0,0.0,0.0,4.0,-0.46094859734055194,0.3321188068235953,0.34502512938854646,0.13051632033226745,-0.46105007775055384,0,0.2701426629766856,0.0,False,False,True,False,True,False,False,False,False,False,False,True,False
0,-1.3723212848889719,0,1,1,-0.6866498118748918,-0.49051147158797254,-0.6455771205920605,-1.2434813707803156,0.0,1,1,1,1,1,1,0,0,3.0,2.0,0.0,0.0,0.0,1.0,0.2875730666267565,0.937382052903979,0.6114801798074241,0.5674379077106733,0.286678057286091,2,0.7226061666523375,0.0,False,False,False,False,False,True,False,False,False,False,True,True,False
0,-0.5386681679003448,1,0,1,-0.6866498118748918,-0.49051147158797254,0.784963089810801,-0.04900419195193345,1.0,0,1,0,1,0,1,1,1,2.0,2.0,2.0,0.0,1.0,2.0,2.408384447867464,-1.181039308377364,-0.18788497144920877,0.13051632033226745,2.408609251309002,3,-0.3624382066705682,2.0,False,True,False,False,False,True,False,False,True,False,False,True,False
1,-1.3723212848889719,1,0,1,1.1412916668364244,1.3489065468669248,-0.6455771205920605,-1.2434813707803156,0.0,0,1,0,0,0,1,1,1,4.0,3.0,2.0,1.0,3.0,4.0,0.2875730666267565,0.3321188068235953,0.34502512938854646,0.3489771140214704,0.286678057286091,2,0.36074386814914833,0.0,False,False,False,True,False,True,False,False,True,False,False,False,True
1,-1.3723212848889719,1,1,1,1.1412916668364244,1.3489065468669248,-0.6455771205920605,-0.04900419195193345,0.0,0,1,0,1,1,1,1,0,3.0,2.0,2.0,0.0,0.0,4.0,-0.46094859734055194,2.4505401681049386,1.9437554319018122,1.659741876156688,-0.46105007775055384,0,2.0789116333059696,1.0,False,False,True,False,False,False,False,True,False,False,False,False,False
1,-1.3723212848889719,1,1,1,-0.6866498118748918,-0.49051147158797254,-0.6455771205920605,-1.2434813707803156,0.0,1,1,0,0,1,1,1,0,4.0,3.0,0.0,0.0,0.0,0.0,-0.7104558186629881,-0.8784076853371722,-0.720795072286964,0.13051632033226745,-0.7102927894294354,0,-0.4530394118430309,2.0,False,False,True,False,False,False,True,False,False,False,False,False,False
0,-0.5386681679003448,1,0,1,-0.6866498118748918,-0.49051147158797254,0.784963089810801,-0.04900419195193345,1.0,1,0,0,1,1,1,1,0,3.0,2.0,2.0,1.0,1.0,4.0,1.036094730594065,-0.27314443925678844,-0.18788497144920877,-0.30640526704613835,1.0366516221576807,3,-0.2723795236847672,2.0,False,True,False,False,False,False,False,False,False,False,False,False,False
0,-1.3723212848889719,1,0,0,1.1412916668364244,0.42919753763947616,-0.6455771205920605,-0.04900419195193345,0.0,1,1,1,1,1,1,1,1,4.0,1.0,1.0,0.0,0.0,4.0,0.2875730666267565,-0.8784076853371722,-0.720795072286964,-0.9617876481137472,0.286678057286091,2,-0.904960393332021,2.0,False,True,False,False,False,True,False,False,False,False,False,True,False
0,-0.5386681679003448,1,0,0,0.22732092748076627,0.42919753763947616,-0.6455771205920605,-0.04900419195193345,0.0,0,1,0,0,1,1,1,0,1.0,2.0,4.0,0.0,3.0,2.0,0.7865875092716288,0.029487183783403422,0.34502512938854646,0.13051632033226745,0.7874089104787989,3,0.18008397999088463,0.0,False,True,False,False,False,False,True,False,True,False,False,True,False
1,-0.5386681679003448,1,1,1,1.1412916668364244,0.42919753763947616,-0.6455771205920605,2.3399501657048307,0.0,0,0,0,1,1,1,1,0,3.0,1.0,1.0,0.0,0.0,1.0,-0.2114413760181158,2.4505401681049386,2.21021048232069,2.096663463535094,-0.21180736607167217,1,2.350172726636696,1.0,True,False,False,False,False,False,True,False,False,False,True,True,False
1,-1.3723212848889719,1,1,1,1.1412916668364244,-0.49051147158797254,-0.6455771205920605,-0.04900419195193345,0.0,0,1,1,0,1,1,0,0,3.0,2.0,2.0,1.0,1.0,4.0,-0.46094859734055194,1.240013675944171,1.1443902806451793,0.7858987013998763,-0.46105007775055384,0,1.0839259429688648,1.0,False,False,False,True,False,True,False,False,True,False,False,True,False
0,-1.3723212848889719,1,1,1,1.1412916668364244,1.3489065468669248,-0.6455771205920605,-0.04900419195193345,1.0,1,1,0,1,0,1,1,0,3.0,3.0,3.0,0.0,0.0,2.0,-0.46094859734055194,-1.181039308377364,-0.9872501227058417,-0.7433268544245443,-0.46105007775055384,0,-0.9955615985044838,3.0,False,False,True,False,False,False,False,True,False,True,False,False,False
0,-0.5386681679003448,1,0,1,-0.6866498118748918,-0.49051147158797254,2.2155033002136624,-0.04900419195193345,0.0,0,1,1,0,1,1,1,0,3.0,2.0,2.0,1.0,2.0,3.0,-0.46094859734055194,0.3321188068235953,0.6114801798074241,0.5674379077106733,-0.46105007775055384,0,0.541403756307412,0.0,False,False,True,False,False,False,True,False,False,False,False,True,False
0,-1.3723212848889719,1,0,1,1.1412916668364244,-0.49051147158797254,-0.6455771205920605,-0.04900419195193345,0.0,0,1,1,0,1,1,1,0,3.0,2.0,2.0,0.0,0.0,4.0,-0.46094859734055194,0.029487183783403422,0.6114801798074241,0.5674379077106733,-0.46105007775055384,0,0.45134507332161106,0.0,True,False,False,False,False,True,False,False,False,True,False,True,False
1,-1.3723212848889719,1,0,0,1.1412916668364244,-0.49051147158797254,0.784963089810801,-1.2434813707803156,1.0,0,0,0,0,1,1,0,0,4.0,4.0,4.0,2.0,3.0,4.0,0.03806584530432036,0.029487183783403422,0.07857007896966886,-0.08794447335693546,0.037435345607209375,2,-0.0011184303540408033,2.0,True,False,False,False,True,False,False,False,False,True,False,False,False
0,-1.3723212848889719,1,1,1,1.1412916668364244,1.3489065468669248,-0.6455771205920605,-1.2434813707803156,0.0,1,1,1,0,1,1,1,0,2.0,2.0,3.0,1.0,2.0,4.0,-0.7104558186629881,-0.8784076853371722,-0.18788497144920877,0.13051632033226745,-0.7102927894294354,0,-0.2723795236847672,2.0,False,False,True,False,False,False,True,False,False,False,False,True,False
0,-1.3723212848889719,1,0,0,0.22732092748076627,0.42919753763947616,-0.6455771205920605,-1.2434813707803156,0.0,0,0,1,0,1,1,1,0,4.0,2.0,3.0,3.0,3.0,0.0,0.03806584530432036,-0.27314443925678844,0.6114801798074241,0.5674379077106733,0.037435345607209375,2,0.36074386814914833,0.0,False,True,False,False,False,True,False,False,False,True,False,True,False
0,-0.5386681679003448,1,1,0,-0.6866498118748918,-1.410220480815421,-0.6455771205920605,-0.04900419195193345,0.0,0,0,1,1,1,1,1,1,4.0,2.0,3.0,0.0,0.0,1.0,0.2875730666267565,-0.8784076853371722,-0.45434002186808636,-0.08794447335693546,0.286678057286091,2,-0.4530394118430309,2.0,False,True,False,False,False,True,False,False,False,True,False,True,False
0,-1.3723212848889719,1,1,0,1.1412916668364244,0.42919753763947616,-0.6455771205920605,-0.04900419195193345,0.0,0,1,1,1,1,1,1,0,3.0,2.0,1.0,0.0,0.0,0.0,-0.7104558186629881,0.937382052903979,1.1443902806451793,1.004359495089079,-0.7102927894294354,0,1.0839259429688648,1.0,False,False,True,False,False,False,True,False,False,False,True,True,False
1,-1.3723212848889719,1,1,1,1.1412916668364244,1.3489065468669248,-0.6455771205920605,-0.04900419195193345,0.0,0,1,0,1,1,1,0,0,2.0,1.0,1.0,0.0,0.0,4.0,-0.2114413760181158,0.937382052903979,1.1443902806451793,1.004359495089079,-0.21180736607167217,1,1.0839259429688648,1.0,False,False,False,True,True,False,False,False,False,False,True,True,False
1,-1.3723212848889719,1,0,1,-1.60062055123055,-0.49051147158797254,-0.6455771205920605,-0.04900419195193345,0.0,1,1,0,1,1,1,1,0,3.0,2.0,1.0,0.0,0.0,4.0,-0.46094859734055194,-0.5757760622969803,-0.18788497144920877,-0.30640526704613835,-0.46105007775055384,0,-0.3624382066705682,2.0,False,True,False,False,False,False,False,False,True,False,False,False,False
0,-0.5386681679003448,1,1,1,1.1412916668364244,-0.49051147158797254,-0.6455771205920605,-0.04900419195193345,0.0,0,1,0,0,1,1,1,0,3.0,1.0,2.0,0.0,0.0,4.0,-0.46094859734055194,1.240013675944171,1.410845331064057,1.222820288778282,-0.46105007775055384,0,1.3551870362995913,1.0,False,False,True,False,False,True,False,False,False,False,False,True,False
0,-0.5386681679003448,0,1,1,1.1412916668364244,1.3489065468669248,-0.6455771205920605,-0.04900419195193345,0.0,0,1,0,1,1,1,0,0,1.0,3.0,3.0,1.0,2.0,3.0,0.03806584530432036,-0.27314443925678844,0.07857007896966886,0.13051632033226745,0.037435345607209375,2,-0.0011184303540408033,2.0,True,False,False,False,False,False,False,True,False,True,False,True,False
0,-0.5386681679003448,1,1,1,-1.60062055123055,-1.410220480815421,3.6460435106165234,-1.2434813707803156,0.0,1,1,0,1,0,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,0.03806584530432036,-0.27314443925678844,-0.720795072286964,0.13051632033226745,0.037435345607209375,2,-0.2723795236847672,2.0,False,False,True,False,False,False,True,False,False,False,False,False,False
0,-0.5386681679003448,1,0,1,-1.60062055123055,-0.49051147158797254,-0.6455771205920605,-0.04900419195193345,0.0,1,0,0,1,1,1,1,0,3.0,3.0,2.0,0.0,0.0,0.0,-0.2114413760181158,-0.8784076853371722,-0.18788497144920877,-0.30640526704613835,-0.21180736607167217,1,-0.4530394118430309,2.0,False,True,False,False,False,False,True,False,False,False,True,False,False
0,-0.5386681679003448,1,1,1,1.1412916668364244,0.42919753763947616,-0.6455771205920605,1.1454729868764486,0.0,1,1,1,1,1,1,1,0,2.0,3.0,3.0,1.0,3.0,3.0,-0.46094859734055194,-0.27314443925678844,-0.45434002186808636,-0.30640526704613835,-0.46105007775055384,0,-0.3624382066705682,2.0,False,False,False,True,True,False,False,False,True,False,False,True,False
0,-1.3723212848889719,1,0,1,1.1412916668364244,0.42919753763947616,-0.6455771205920605,-0.04900419195193345,0.0,1,0,0,1,1,1,1,1,3.0,3.0,3.0,1.0,3.0,1.0,-0.7104558186629881,-0.27314443925678844,-0.18788497144920877,-0.08794447335693546,-0.7102927894294354,0,-0.1817783185123045,2.0,False,False,True,False,False,False,True,False,False,False,True,False,False
0,-0.5386681679003448,1,0,1,1.1412916668364244,0.42919753763947616,2.2155033002136624,-0.04900419195193345,0.0,0,1,0,1,1,1,1,0,4.0,3.0,2.0,0.0,1.0,0.0,-0.46094859734055194,1.5426452989843629,1.1443902806451793,1.004359495089079,-0.46105007775055384,0,1.2651283533137903,1.0,False,False,False,True,False,False,True,False,False,False,False,True,False
1,-1.3723212848889719,1,1,0,1.1412916668364244,1.3489065468669248,-0.6455771205920605,2.3399501657048307,0.0,0,1,0,1,0,1,1,1,0.0,2.0,2.0,4.0,4.0,2.0,-0.2114413760181158,0.6347504298637872,0.6114801798074241,0.3489771140214704,-0.21180736607167217,1,0.541403756307412,0.0,False,True,False,False,False,False,True,False,False,False,True,True,False
0,-0.5386681679003448,1,1,1,0.22732092748076627,-1.410220480815421,-0.6455771205920605,2.3399501657048307,0.0,1,1,1,0,1,1,1,0,3.0,2.0,2.0,0.0,1.0,4.0,-0.2114413760181158,-1.181039308377364,-0.9872501227058417,-0.9617876481137472,-0.21180736607167217,1,-1.0861628036769464,3.0,False,False,True,False,False,True,False,False,False,False,False,True,False
0,-1.3723212848889719,0,0,1,-0.6866498118748918,-0.49051147158797254,0.784963089810801,-0.04900419195193345,0.0,1,1,1,0,1,1,1,0,3.0,0.0,2.0,0.0,2.0,3.0,-0.46094859734055194,-0.8784076853371722,-0.45434002186808636,-0.5248660607353413,-0.46105007775055384,0,-0.6336993000012946,2.0,True,False,False,False,False,False,True,False,False,False,True,True,False
0,-1.3723212848889719,0,0,1,0.22732092748076627,-1.410220480815421,0.784963089810801,2.3399501657048307,0.0,0,1,0,0,0,1,1,0,3.0,3.0,1.0,1.0,2.0,2.0,0.7865875092716288,1.5426452989843629,1.410845331064057,1.222820288778282,0.7874089104787989,3,1.445788241472054,1.0,False,True,False,False,False,True,False,False,False,False,True,False,False
1,-0.5386681679003448,1,1,1,0.22732092748076627,-1.410220480815421,0.784963089810801,2.3399501657048307,0.0,0,1,1,0,1,1,1,0,3.0,2.0,1.0,0.0,0.0,4.0,-0.7104558186629881,0.6347504298637872,1.1443902806451793,1.004359495089079,-0.7102927894294354,0,0.9938672599830639,0.0,False,True,False,False,False,True,False,False,False,False,True,False,False
1,-1.3723212848889719,1,1,1,1.1412916668364244,-0.49051147158797254,-0.6455771205920605,2.3399501657048307,0.0,0,0,0,0,1,1,1,0,2.0,2.0,2.0,0.0,0.0,2.0,-0.7104558186629881,-0.27314443925678844,-0.18788497144920877,-0.08794447335693546,-0.7102927894294354,0,-0.1817783185123045,2.0,False,True,False,False,False,True,False,False,False,False,False,True,False
